pmProductId,approvalinfo,classifiedgroup,generation,lineup,marketingkeyword,productdescription,productid,productnameinenglish,productoperationperiod,productrequirednotice,productsubscriptioncondition,productsubscriptionmethod,statusofoperation,versioninfo,productoperationperiodFrom,productoperationperiodTo,billingmethod,monthlypricewithoutvat,monthlypricewithselectableinstallment,monthlyprice
PA00000089,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년,"['영화쿠폰', '영화할인', '커피', '커피50%', '커피쿠폰', '커피할인', '로밍할인', '만34세이하', '영화', '영화50%', 'baro50%', 'wavve2천원할인', '로밍', '로밍쿠폰']",월 8GB 데이터와 0청년 특화 혜택을 제공하는 만 34세 이하 개인 고객만 가입 가능한 전용 요금제,PA00000089,0 Youth 43,2023.06.01~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2262-04-11,후불,39091,32220,43000
PA00000090,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트플랜,"['비대면', '데이터무제한', '자급제', '쓰던폰', 'USIM개통', '유심개통', '티다이렉트샵', '티다샵', '온라인', 'T다샵', '다이렉트플랜', '온라인전용요금제', 'T다이렉트전용요금제', 'FLO무료혜택', '우주패스무료혜택', '태블릿요금할인혜택', '스마트워치요금할인혜택', '멤버십VIP혜택', '혜택요금제', '콘텐츠할인', '만34세이하', '커피', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%', '로밍쿠폰', '로밍할인', 'wavve무료혜택']",무제한 데이터와 0청년 특화 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000090,0 Youth direct 69,2023.06.01~9999.12.30,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2262-04-11,후불,62728,69000,69000
PA00000091,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트플랜,"['자급제', '온라인', '비대면', '데이터무제한', 'wavve할인혜택', 'FLO할인혜택', '쓰던폰', 'USIM개통', '유심개통', '티다이렉트샵', '티다샵', 'T다샵', '다이렉트플랜', '온라인전용요금제', 'T다이렉트전용요금제', '커피50%', '커피쿠폰', '우주패스할인혜택', '멤버십VIP', '혜택요금제', '콘텐츠할인', '만34세이하', '커피', '영화', '로밍', '로밍쿠폰', '로밍할인', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%']",무제한 데이터와 0청년 특화 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000091,0 Youth direct 62,2023.06.01~2042.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2042-12-31,후불,56364,62000,62000
PA00000092,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트플랜,"['온라인', '비대면', '티다샵', 'T다샵', '다이렉트플랜', '온라인전용요금제', 'T다이렉트전용요금제', '데이터무제한', '자급제', '쓰던폰', 'USIM개통', '유심개통', '티다이렉트샵', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', 'wavve2천원할인', '스마트워치요금50%할인', '태블릿요금50%할인', '만34세이하', '커피', 'baro50%', '로밍쿠폰', '로밍할인', '영화50%', '영화쿠폰', '영화할인']",월 300GB 데이터와 0청년 특화 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000092,0 Youth direct 55,2023.06.01~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2262-04-11,후불,50000,55000,55000
PA00000093,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트플랜,"['유심개통', '티다이렉트샵', '티다샵', 'T다샵', '다이렉트플랜', '온라인전용요금제', 'T다이렉트전용요금제', 'wavve2천원할인', '만34세이하', '커피', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%', '로밍쿠폰', '로밍할인', '온라인', '비대면', '데이터무제한', '자급제', '쓰던폰', 'USIM개통']",월 160GB 데이터와 0청년 특화 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000093,0 Youth direct 48,2023.06.01~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2262-04-11,후불,43637,48000,48000
PA00000094,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트플랜,"['온라인', '비대면', '데이터무제한', '자급제', '쓰던폰', 'USIM개통', '영화', '유심개통', '티다이렉트샵', '티다샵', 'T다샵', '다이렉트플랜', '온라인전용요금제', 'T다이렉트전용요금제', 'wavve2천원할인', '만34세이하', '커피', 'baro50%', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', '로밍쿠폰', '로밍할인']",월 36GB 데이터와 0청년 특화 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000094,0 Youth direct 42,2023.06.01~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2262-04-11,후불,38182,42000,42000
PA00000095,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,['3G'],뉴실버,"['부모님', '실버', '가족', '65세이상', '어르신', '3G']","통화, 문자 중심의 만 65세 고객을 위한 음성전용 요금제(LTE/5G 스마트폰은 가입 불가)",PA00000095,New Silver Call Plan,2001.12.31~9999.12.31,,만 65세 이상 3G 휴대폰 이용 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2001-12-31,2262-04-11,후불,9000,7425,9900
PA00000096,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",T플랜 시니어,"['T플랜시니어', '부모님', '가족', '실버', '어르신전용요금제', '만65세이상', '시니어요금제', 'T플랜시니어요금제', '심야데이터할인']",매월 데이터 1.7GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 만 65세 이상 고객을 위한 전용 요금제,PA00000096,T Plan Senior Save,2019.12.06~9999.12.31,,만 65세 이상 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-12-06,2262-04-11,후불,30000,24750,33000
PA00000097,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",T플랜 시니어,"['가족간데이터공유혜택요금제', '시니어요금제', '가족공유혜택', 'T플랜시니어', 'T플랜시니어요금제', '실버', '어르신전용요금제', '만65세이상', '미디엄', '심야데이터할인', '부모님', '가족']",매월 데이터 4.5GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 만 65세 이상 고객을 위한 전용 요금제,PA00000097,T Plan Senior Safety 4.5G,2019.12.06~9999.12.31,,만 65세 이상 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-12-06,2262-04-11,후불,45455,37460,50000
PA00000098,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE']",T끼리 어르신,"['어르신전용요금제', '만65세이상', '시니어요금제', '피처폰', '3G', 'T끼리요금제', '부모님', '가족', '실버']",1만원대로 스마트폰 이용할 수 있는 만 65세 이상 고객을 위한 전용 요금제,PA00000098,T unlimit silver,2015.09.24~9999.12.31,,만 65세 이상 3G 휴대폰 이용 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2015-09-24,2262-04-11,후불,18000,14850,19800
PA00000099,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",T플랜 시니어,"['시니어요금제', 'T플랜시니어요금제', 'T플랜시니어', '어르신전용요금제', '만65세이상', '가족간데이터공유혜택요금제', '가족공유혜택', '레귤러', '심야데이터할인', '부모님', '가족', '실버']",매월 데이터 2.8GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 만 65세 이상 고객을 위한 전용 요금제,PA00000099,T Plan Senior Safety 2.8G,2019.12.06~9999.12.31,,만 65세 이상 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-12-06,2262-04-11,후불,39091,32220,43000
PA00000100,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",0플랜,"['청년요금제', '대학생', '대학생추천', '추가데이터', '주말데이터', '심야데이터', '매일3시간데이터', '만24세이하', '대학생요금제']",매월 2GB 데이터는 물론 0플랜 가입자만을 위하여 특별한 데이터 혜택을 제공하는 만 34세 이하 개인고객만 가입 가능한 요금제,PA00000100,0 Plan Small,2018.08.13~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-08-13,2262-04-11,후불,30000,24750,33000
PA00000101,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",0플랜,"['만24세이하', '대학생요금제', '청년요금제', '대학생', '대학생추천', '추가데이터', '주말데이터', '심야데이터', '매일3시간데이터']",매월 6GB 데이터는 물론 0플랜 가입자만을 위하여 특별한 데이터 혜택을 제공하는 만 34세 이하 개인고객만 가입 가능한 요금제,PA00000101,0 Plan Medium,2018.08.13~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-08-13,2262-04-11,후불,45455,37460,50000
PA00000102,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,"['데이터혜택', '데이터추가제공', '75GB데이터추가제공', '5G일반요금제']",매월 24GB 데이터를 제공하는 베이직플러스 요금제에서 충전 데이터 75GB를 더 제공하는 데이터 맞춤형 요금제,PA00000102,Basic plus 75GB Up,2023.04.28~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-04-28,2262-04-11,후불,61819,50950,68000
PA00000103,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,"['데이터혜택', '데이터추가제공', '30GB데이터추가제공', '5G일반요금제']",매월 24GB 데이터를 제공하는 베이직플러스 요금제에서 충전 데이터 30GB를 더 제공하는 데이터 맞춤형 요금제,PA00000103,Basic plus 30GB Up,2023.04.28~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-04-28,2262-04-11,후불,58182,47995,64000
PA00000104,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,"['데이터혜택', '데이터추가제공', '13GB데이터추가제공', '5G일반요금제']",매월 24GB 데이터를 제공하는 베이직플러스 요금제에서 충전 데이터 15GB를 더 제공하는 데이터 맞춤형 요금제,PA00000104,Basic plus 13GB Up,2023.04.28~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-04-28,2262-04-11,후불,56364,46490,62000
PA00000105,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,"['5G일반요금제', '데이터추가제공', '55GB데이터추가제공', '데이터혜택']",매월 24GB 데이터를 제공하는 베이직플러스 요금제에서 충전 데이터 50GB를 더 제공하는 데이터 맞춤형 요금제,PA00000105,Basic plus 50GB Up,2023.04.28~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-04-28,2262-04-11,후불,60000,49500,66000
